VRM,MAKE,MODEL,AGE_GROUP,BODY_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,COLOUR,PRICE,MILEAGE,RETAIL_DESIRABILITY_SCORE,PASSENGERS
BA21OGX,HYUNDAI,TUCSON,3-4 years old,suv,PETROLELECTRICHYBRID,semiAutomatic,SILVER,23650,17152,0.5908296575,8
LA18SLV,LAND ROVER,RANGE ROVER VELAR,5-6 years old,suv,PETROL,automatic,WHITE,25250,36499,0.6916489397,8
DE24FPF,CUPRA,FORMENTOR,0-2 years old,suv,PETROL,semiAutomatic,WHITE,20900,62649,0.8327926925,8
PJ19FXD,FIAT,500,5-6 years old,hatchback,PETROL,manual,GREY,7850,32240,0.7415576626,5
PY73BPK,NISSAN,ARIYA,0-2 years old,suv,ELECTRIC,automatic,BRONZE,24900,12795,0.2667090547,8
FG73SZW,KIA,STONIC,0-2 years old,suv,PETROL,automatic,BLACK,17300,21757,0.5223569599,8
DK20USL,MERCEDES-BENZ,CLA,5-6 years old,coupe,PETROL,semiAutomatic,WHITE,21900,46893,0.940422595,4
BP71FMU,HYUNDAI,KONA,3-4 years old,suv,ELECTRIC,automatic,BLUE,14500,25799,0.7449883555,8
HW68ARD,BMW,I8,5-6 years old,convertible,PETROLPLUGINELECTRICHYBRID,automatic,WHITE,51850,42564,0.4528278283,4
VA21LFX,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,ORANGE,10900,3253,0.7692563879,5
LF18WHT,KIA,PICANTO,7-8 years old,hatchback,PETROL,manual,BLACK,8350,20208,0.7156880317,5
KM70VNZ,CITROEN,C3,3-4 years old,hatchback,PETROL,manual,BLUE,9600,42729,0.5404020589,5
DV71NDD,KIA,CEED,3-4 years old,estate,PETROL,manual,SILVER,16250,18667,0.7520126817,7
BP68RTZ,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,RED,10350,33711,0.7780295536,5
BG66VXY,VOLKSWAGEN,TIGUAN,7-8 years old,suv,DIESEL,semiAutomatic,WHITE,17900,53666,0.7842495398,8
SM21AYO,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,17400,31671,0.7795056823,5
CF71HTT,DACIA,DUSTER,3-4 years old,suv,PETROL,manual,GREY,12600,31513,0.6599203456,8
FP72UAE,VOLKSWAGEN,T-ROC,0-2 years old,suv,PETROL,manual,RED,20530,26881,0.5551866961,8
SL70ZYH,VOLVO,XC40,3-4 years old,suv,PETROL,manual,BLACK,18950,46253,0.8089152507,8
HN22HKC,MERCEDES-BENZ,GLE,3-4 years old,suv,PETROL,semiAutomatic,GREY,47400,37169,0.4282030535,8
HS19FJA,HYUNDAI,I10,5-6 years old,hatchback,PETROL,manual,WHITE,7900,35185,0.6535094247,5
SD18GKG,JAGUAR,E-PACE,7-8 years old,suv,PETROL,automatic,BLUE,18000,19234,0.8293446054,8
DL24FVP,FORD,PUMA,0-2 years old,suv,PETROL,semiAutomatic,GREY,19900,15596,0.5329472184,8
VO70FJY,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,RED,10450,28306,0.7692563879,5
RJ72KDU,CITROEN,E-C4,0-2 years old,hatchback,ELECTRIC,automatic,BLACK,12950,25586,0.6943704415,5
KN69HSC,VOLVO,V90,5-6 years old,estate,PETROL,semiAutomatic,GREY,20000,36152,0.6792038053,7
YS70GJE,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLUE,10960,42248,0.7268279387,5
PF69GJE,KIA,SPORTAGE,5-6 years old,suv,PETROL,manual,BLUE,15190,29562,0.7391884959,8
VN20CXX,VOLKSWAGEN,ARTEON,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,18720,66840,0.7108943092,5
DK70XWR,MG,MG3,3-4 years old,hatchback,PETROL,manual,YELLOW,9550,24160,0.7982490024,5
CK22AJX,HYUNDAI,IONIQ,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,11300,27972,0.6446326375,5
YB70YFH,SEAT,ARONA,3-4 years old,suv,PETROL,semiAutomatic,WHITE,13500,17868,0.9464858846,8
MM70KME,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,GREY,18570,57484,0.8229505554,8
YS70YFV,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLACK,12000,30368,0.7268279387,5
FP16KVE,VOLKSWAGEN,GOLF,9+ years old,hatchback,PETROL,semiAutomatic,RED,12800,26089,0.3736535532,5
LR22HLG,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,GREY,14900,50678,0.7618570162,8
KP18FBA,PEUGEOT,5008,7-8 years old,suv,DIESEL,manual,BLACK,12900,73629,0.6377059037,8
GN19JXE,VOLVO,XC60,5-6 years old,suv,PETROL,semiAutomatic,BLACK,23000,49186,0.6673134742,8
DC21FZN,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,WHITE,21850,52640,0.7643419923,8
LG70YEU,KIA,NIRO,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,RED,17300,18372,0.7738137936,8
YW19VZZ,LAND ROVER,RANGE ROVER SPORT,5-6 years old,suv,DIESEL,semiAutomatic,BLACK,31450,45631,0.4927848507,8
WP23NFO,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,SILVER,12600,28454,0.6576663151,8
YA73XZJ,VOLKSWAGEN,POLO,0-2 years old,hatchback,PETROL,manual,BLUE,16850,23139,0.5906678598,5
SM68NMU,TOYOTA,AYGO,5-6 years old,hatchback,PETROL,manual,BLUE,8890,24883,0.6266606252,5
GU71EVC,LEXUS,UX,3-4 years old,suv,ELECTRIC,automatic,GREY,15900,20292,0.5853837731,8
PE18KTU,FIAT,500,7-8 years old,hatchback,PETROL,manual,WHITE,6750,32582,0.7319694771,5
FH17XPO,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,SILVER,7950,41692,0.6192602866,5
BR21PUK,TOYOTA,YARIS,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,WHITE,16890,9791,0.5051607483,5
SL21CDF,TOYOTA,AYGO,3-4 years old,hatchback,PETROL,manual,GREY,8850,27728,0.6707958407,5
WV20YRA,MITSUBISHI,OUTLANDER,5-6 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,BLACK,16900,44197,0.7572970617,8
LR20CZS,VOLKSWAGEN,GOLF,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,16850,33264,0.6316324047,5
YT69EPZ,TOYOTA,C-HR,5-6 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,13890,54912,0.7172861441,8
MT21HYV,PEUGEOT,3008,3-4 years old,suv,PETROL,manual,WHITE,16700,27125,0.6688939427,8
MJ70XMZ,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,GREY,20200,39483,0.7692253029,8
WG22CLJ,AUDI,A4,3-4 years old,saloon,PETROL,manual,BLACK,17700,34439,0.8568921774,5
EF22MVT,HYUNDAI,KONA,3-4 years old,suv,PETROL,manual,WHITE,15000,18097,0.5253258003,8
OV71YHO,HYUNDAI,IONIQ 5,3-4 years old,suv,ELECTRIC,automatic,GREY,18380,23196,0.6286737019,8
NK17MUO,BMW,2 SERIES,7-8 years old,convertible,PETROL,manual,BLACK,12150,42679,0.4083387861,4
KM21UMD,LAND ROVER,RANGE ROVER EVOQUE,3-4 years old,suv,DIESEL,automatic,RED,22200,37544,0.6300130254,8
KS73XUP,SUZUKI,SWIFT,0-2 years old,hatchback,PETROL,manual,RED,13300,7124,0.7216202494,5
FL21GCV,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,BLUE,18800,42549,0.7132848609,8
KS70ESG,CITROEN,C5 AIRCROSS,3-4 years old,suv,DIESEL,semiAutomatic,GREY,16650,18936,0.6632632694,8
VA21XMJ,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,BLACK,22900,46955,0.7643419923,8
BA69OUO,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,manual,RED,14400,30508,0.54104327,5
RF21YFZ,SMART,FORTWO COUPE,3-4 years old,coupe,ELECTRIC,automatic,SILVER,8650,25039,0.7167181624,4
FD17XKB,TOYOTA,YARIS,7-8 years old,hatchback,PETROLELECTRICHYBRID,automatic,BRONZE,11400,28155,0.7389302461,5
L17KTB,SEAT,ARONA,5-6 years old,suv,PETROL,manual,BLUE,10750,56275,0.7431757904,8
W26BOS,MERCEDES-BENZ,C-CLASS,7-8 years old,convertible,DIESEL,automatic,BLACK,19150,27574,0.6898241682,4
DG70XAJ,VOLVO,XC40,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,23290,21927,0.7979980186,8
NU66WZZ,VAUXHALL,CORSA,7-8 years old,hatchback,PETROL,manual,BLUE,7850,24789,0.5924325782,5
FL69MGY,VAUXHALL,ASTRA,5-6 years old,hatchback,PETROL,manual,BLACK,8300,63443,0.6911102349,5
WR22KKW,AUDI,A1,3-4 years old,hatchback,PETROL,manual,BLACK,15150,46803,0.7318844269,5
MJ69MPO,PEUGEOT,2008,5-6 years old,suv,PETROL,manual,BLACK,7600,64011,0.7246585203,8
AK74OAJ,FORD,FOCUS,0-2 years old,estate,PETROL,automatic,WHITE,21400,8803,0.2874170738,7
BT72AFX,VAUXHALL,CROSSLAND,0-2 years old,suv,PETROL,semiAutomatic,BLUE,13990,13596,0.6137825576,8
LR71NLM,SKODA,KAROQ,3-4 years old,suv,PETROL,automatic,BLUE,20900,7951,0.6859159253,8
BN68UFX,FORD,FOCUS,5-6 years old,hatchback,PETROL,manual,SILVER,12900,33995,0.8022760664,5
CF21UZG,KIA,SOUL,3-4 years old,suv,ELECTRIC,automatic,WHITE,12950,51402,0.7005016896,8
AE19ZTG,VAUXHALL,CORSA,5-6 years old,hatchback,PETROL,manual,SILVER,10150,12050,0.9032277964,5
WT68EOM,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,WHITE,9200,54831,0.6545487223,5
AK74EBP,SKODA,KAMIQ,0-2 years old,suv,PETROL,semiAutomatic,GREY,19360,3709,0.1710589831,8
YY70RVJ,LAND ROVER,DISCOVERY SPORT,3-4 years old,suv,DIESEL,automatic,BLUE,21500,47478,0.8665971311,8
LP67JNU,KIA,PICANTO,7-8 years old,hatchback,PETROL,automatic,RED,11800,12567,0.6758470365,5
FP22WVL,KIA,SPORTAGE,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,RED,22490,29704,0.8344546325,8
WF21NBZ,SMART,FORFOUR,3-4 years old,hatchback,ELECTRIC,automatic,BLACK,8600,16958,0.8556082381,5
SD69XXT,SEAT,ARONA,5-6 years old,suv,PETROL,manual,RED,12280,29041,0.7101457646,8
WX68OYK,FORD,FIESTA VIGNALE,5-6 years old,hatchback,PETROL,semiAutomatic,GREY,9800,77772,0.3153716436,5
AX72KDZ,VAUXHALL,MOKKA-E,0-2 years old,suv,ELECTRIC,automatic,BLUE,14600,16257,0.7316219578,8
WR70PKO,KIA,NIRO,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,SILVER,15750,52095,0.6678196122,8
SM19EHX,LAND ROVER,RANGE ROVER SPORT,5-6 years old,suv,DIESEL,semiAutomatic,RED,26660,65363,0.6579317828,8
CX24XFO,SKODA,FABIA,0-2 years old,hatchback,PETROL,manual,WHITE,14270,13537,0.4291530241,5
FT22RHF,HONDA,HR-V,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,20500,26113,0.3900154541,8
NL22ETJ,FIAT,500E,3-4 years old,hatchback,ELECTRIC,automatic,WHITE,10890,28626,0.7940806141,5
MW21ZTV,SKODA,FABIA,3-4 years old,hatchback,PETROL,semiAutomatic,BLUE,14400,21258,0.8191915409,5
VN70KXU,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,10150,25754,0.7807076729,5
FH70NTG,FORD,FOCUS,3-4 years old,hatchback,DIESEL,manual,RED,13900,28424,0.8141000105,5
WM70PSU,MERCEDES-BENZ,E-CLASS,3-4 years old,coupe,DIESEL,semiAutomatic,BLACK,25750,32887,0.710809342,4
SB67BWM,NISSAN,QASHQAI,7-8 years old,suv,PETROL,manual,BLUE,11250,30262,0.7505074257,8
YS68ATV,KIA,SPORTAGE,5-6 years old,suv,DIESEL,automatic,GREY,15890,37959,0.6052553298,8
YL19VTE,SEAT,LEON,5-6 years old,estate,PETROL,manual,BLUE,9900,67387,0.668631507,7
DSZ6760,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,RED,9200,32896,0.6463707083,5
KT19OPU,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,RED,8500,53065,0.6463707083,5
RE71HFJ,TOYOTA,YARIS CROSS,3-4 years old,estate,PETROLELECTRICHYBRID,automatic,RED,18400,11875,0.5004442571,7
YY71VEK,VOLVO,XC40,3-4 years old,suv,ELECTRIC,automatic,GREY,22850,29641,0.4572513775,8
VK22UVT,AUDI,Q2,3-4 years old,suv,PETROL,manual,BLUE,16400,52477,0.6849116876,8
CF70YUE,VOLVO,XC40,3-4 years old,suv,PETROL,semiAutomatic,BLACK,25400,15995,0.8296875274,8
KV17WYS,AUDI,A5,7-8 years old,coupe,DIESEL,semiAutomatic,BLACK,13700,75356,0.7880768423,4
YS22LVO,FORD,MUSTANG MACH-E,3-4 years old,suv,ELECTRIC,automatic,BLACK,24600,42241,0.5818660357,8
FV70UXF,CITROEN,C5 AIRCROSS,3-4 years old,suv,DIESEL,manual,BLACK,13050,33408,0.7578495435,8
SV21XNR,VOLKSWAGEN,PASSAT,3-4 years old,saloon,DIESEL,manual,BLACK,13700,79956,0.7990836527,5
WM19DCZ,MERCEDES-BENZ,C-CLASS,5-6 years old,saloon,PETROL,semiAutomatic,SILVER,19050,36053,0.4414651686,5
LV21HLW,LAND ROVER,RANGE ROVER SPORT,3-4 years old,suv,DIESEL,semiAutomatic,BLACK,33080,70581,0.1971260293,8
LN71KPR,MERCEDES-BENZ,A-CLASS,3-4 years old,hatchback,PETROL,semiAutomatic,WHITE,17500,27548,0.9050932449,5
DA22KOE,KIA,NIRO,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,15600,34329,0.8348416719,8
BL21LRO,NISSAN,JUKE,3-4 years old,suv,PETROL,manual,BLUE,11890,45525,0.6673581562,8
DE70FBU,TOYOTA,AYGO,3-4 years old,hatchback,PETROL,manual,GREY,11350,22641,0.5661575235,5
MH23ODW,NISSAN,LEAF,0-2 years old,hatchback,ELECTRIC,automatic,GREY,11900,11353,0.4327252831,5
G11HRR,SUZUKI,SWIFT,3-4 years old,hatchback,PETROL,manual,WHITE,10750,23867,0.7216202494,5
RF21XJC,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,automatic,BLUE,16390,16725,0.8204613675,8
BF19HYP,CITROEN,C3,5-6 years old,hatchback,PETROL,manual,RED,9900,14295,0.7290862572,5
VO21NNP,VOLKSWAGEN,TIGUAN,3-4 years old,suv,PETROL,semiAutomatic,WHITE,24000,33326,0.7643419923,8
VF21WPW,VAUXHALL,CORSA-E,3-4 years old,hatchback,ELECTRIC,automatic,ORANGE,10800,22454,0.8840726497,5
ML69MVC,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,BLUE,8850,26047,0.6118070059,5
LS21HHR,MERCEDES-BENZ,C-CLASS,3-4 years old,saloon,DIESELPLUGINELECTRICHYBRID,semiAutomatic,BLUE,17700,65246,0.7867046087,5
LC21NFZ,KIA,SPORTAGE,3-4 years old,suv,DIESEL,manual,GREY,12000,72201,0.8806928511,8
FP71HXN,HYUNDAI,I20,3-4 years old,hatchback,PETROL,manual,GREY,11690,31385,0.620436851,5
HV71WSK,BMW,3 SERIES,3-4 years old,saloon,PETROL,semiAutomatic,WHITE,21200,43540,0.8637236279,5
WD18FGK,ALFA ROMEO,GIULIA,7-8 years old,saloon,DIESEL,semiAutomatic,BLACK,17650,42000,0.4002248705,5
BF67ZRZ,SUZUKI,IGNIS,7-8 years old,suv,PETROL,manual,WHITE,8950,30495,0.7025731597,8
SA67KEU,TOYOTA,YARIS,7-8 years old,hatchback,PETROL,manual,RED,7650,59497,0.6511475148,5
FX20JXM,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,RED,12400,20721,0.7268279387,5
YV23WJL,PEUGEOT,208,0-2 years old,hatchback,PETROL,semiAutomatic,BLACK,15100,19474,0.4379980628,5
CX70XZL,SEAT,LEON,3-4 years old,hatchback,PETROL,semiAutomatic,RED,21050,44994,0.6527953242,5
DV23VNF,NISSAN,JUKE,0-2 years old,suv,PETROL,manual,BLACK,13200,36386,0.6673581562,8
YO21AVB,AUDI,A5,3-4 years old,hatchback,DIESEL,semiAutomatic,BLUE,22650,45041,0.6239880345,5
RA18ZFN,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,semiAutomatic,WHITE,19150,31357,0.6160486934,5
VE21AMO,LEXUS,UX,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,17100,45592,0.4432185522,8
RX69KUO,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,WHITE,10710,25659,0.5885436695,5
DS69HKF,VAUXHALL,CROSSLAND X,5-6 years old,suv,PETROL,manual,BLUE,9300,38859,0.3080004378,8
RO70UUG,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,GREY,8900,63039,0.7692563879,5
LL72ULZ,MERCEDES-BENZ,A-CLASS,0-2 years old,hatchback,PETROL,semiAutomatic,WHITE,20900,35857,0.7651016989,5
K7HPB,BMW,3 SERIES,7-8 years old,saloon,DIESEL,semiAutomatic,BLUE,14300,69994,0.4955428013,5
SL21BRX,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,BLACK,14750,25416,0.6007810036,5
CF22ZFK,DS,DS 7 CROSSBACK,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,GREY,19000,25634,0.7805271697,8
HT19HFK,BMW,4 SERIES GRAN COUPE,5-6 years old,hatchback,DIESEL,semiAutomatic,BLUE,16250,64019,0.6224044456,5
LM21HPP,TOYOTA,C-HR,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,14000,70220,0.8159571805,8
WX20OEY,FORD,ECOSPORT,5-6 years old,suv,PETROL,manual,BLUE,11300,37676,0.5574629815,8
YF22GGO,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,manual,WHITE,15900,26519,0.6503199879,5
LC21CNE,BMW,3 SERIES,3-4 years old,saloon,PETROL,semiAutomatic,WHITE,26300,15987,0.6280674153,5
NL21OJV,KIA,E-NIRO,3-4 years old,suv,ELECTRIC,automatic,SILVER,13000,61188,0.7100866966,8
CF21VUA,AUDI,A3,3-4 years old,hatchback,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,17520,50652,0.6898674611,5
NC21JUX,VOLKSWAGEN,POLO,3-4 years old,hatchback,PETROL,semiAutomatic,BLACK,17700,7103,0.6303112588,5
MJ21OSA,VOLKSWAGEN,T-ROC,3-4 years old,suv,PETROL,semiAutomatic,WHITE,19450,25849,0.8008007235,8
MF19MKO,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,ORANGE,9750,38567,0.7248686313,8
PF19XLN,BMW,I3,5-6 years old,hatchback,ELECTRIC,automatic,BLACK,9950,43864,0.6585994294,5
DU21KGK,PEUGEOT,E-2008,3-4 years old,suv,ELECTRIC,automatic,WHITE,11850,54732,0.7544094133,8
DA71FHP,FORD,KUGA,3-4 years old,suv,PETROLELECTRICHYBRID,automatic,WHITE,19700,35780,0.6634708679,8
YP21HFM,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,BLACK,13900,13803,0.7343654421,5
MW71EJU,AUDI,Q2,3-4 years old,suv,PETROL,manual,GREY,18150,23109,0.6849116876,8
LS72VKF,TOYOTA,YARIS CROSS,0-2 years old,estate,PETROLELECTRICHYBRID,automatic,BLACK,19900,28620,0.525547417,7
EJ70VAD,FORD,FOCUS,3-4 years old,hatchback,PETROL,automatic,BLUE,11400,42047,0.6817118391,5
KV68AMO,PEUGEOT,308,5-6 years old,hatchback,DIESEL,manual,GREY,8400,44938,0.7099364589,5
OV70RPX,BMW,3 SERIES,3-4 years old,estate,PETROL,semiAutomatic,GREY,21500,41712,0.8621172068,7
EA19OOU,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,SILVER,10300,50703,0.6528363667,5
FN71NCV,TOYOTA,YARIS,3-4 years old,hatchback,PETROLELECTRICHYBRID,automatic,BLUE,14700,15809,0.6770300573,5
CE68SNX,FORD,FIESTA,5-6 years old,hatchback,PETROL,manual,BLUE,10900,43752,0.6193633236,5
LE71FOT,BMW,3 SERIES,3-4 years old,estate,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLUE,18820,63230,0.8631232066,7
SB71LCF,FORD,ECOSPORT,3-4 years old,suv,PETROL,manual,BLUE,13900,14677,0.5868002265,8
KP68MMJ,BMW,5 SERIES,5-6 years old,saloon,DIESEL,semiAutomatic,BLACK,18900,56236,0.3729662877,5
MT23UVA,VOLKSWAGEN,GOLF,0-2 years old,hatchback,PETROL,semiAutomatic,GREY,23840,6169,0.7630685448,5
EK70HVW,DACIA,SANDERO STEPWAY,3-4 years old,hatchback,PETROL,manual,GREY,8600,24256,0.6884489537,5
NU68YUC,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,RED,9950,46359,0.7450907166,5
LN22UXE,NISSAN,QASHQAI,3-4 years old,suv,PETROL,semiAutomatic,BLACK,20600,32745,0.531700793,8
WJ24XMY,CITROEN,C4 X,0-2 years old,saloon,PETROL,semiAutomatic,BLACK,14900,23296,0.3404990302,5
NL21OZG,KIA,NIRO,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,automatic,SILVER,17890,26669,0.6678196122,8
CA72HZC,CITROEN,C3 AIRCROSS,0-2 years old,suv,PETROL,manual,WHITE,13250,24059,0.6760938951,8
HR04OSS,FORD,PUMA,3-4 years old,suv,PETROL,manual,BLUE,14890,13743,0.7128731303,8
BW66JXB,RENAULT,CLIO,7-8 years old,hatchback,PETROL,manual,RED,8300,42695,0.6644867023,5
YC21SBL,VAUXHALL,CORSA,3-4 years old,hatchback,PETROL,manual,ORANGE,9720,32631,0.7692563879,5
BN70NFU,SEAT,ARONA,3-4 years old,suv,PETROL,semiAutomatic,BLACK,13550,35006,0.6929452211,8
SA20NUH,VOLKSWAGEN,POLO,5-6 years old,hatchback,PETROL,manual,RED,13900,22063,0.7191443889,5
WG19KGU,SEAT,TARRACO,5-6 years old,suv,PETROL,automatic,GREY,19600,42405,0.7397347295,8
GY22NLM,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,RED,12050,16025,0.6812974381,5
MF19FDC,VAUXHALL,MOKKA X,5-6 years old,suv,PETROL,manual,GREY,9400,43025,0.7248686313,8
OY19NWT,LAND ROVER,RANGE ROVER EVOQUE,5-6 years old,suv,PETROL,automatic,WHITE,20800,40824,0.3640669198,8
VK21NBE,VOLKSWAGEN,T-CROSS,3-4 years old,suv,PETROL,manual,BLUE,13920,35860,0.6782556641,8
YH22EKF,VOLKSWAGEN,ID.4,3-4 years old,suv,ELECTRIC,automatic,WHITE,15600,45129,0.7671850243,8
MJ71FZU,SKODA,KODIAQ,3-4 years old,suv,DIESEL,automatic,GREY,22870,45762,0.6552799247,8
VN22PHK,VAUXHALL,CORSA-E,3-4 years old,hatchback,ELECTRIC,automatic,GREY,11650,23311,0.7385442986,5
LY71GFO,KIA,EV6,3-4 years old,suv,ELECTRIC,automatic,BLUE,24500,17488,0.6502423891,8
GJ69HCL,LEXUS,NX,5-6 years old,suv,PETROLELECTRICHYBRID,automatic,BLACK,19400,65999,0.5951584094,8
WF19YCW,AUDI,A4,5-6 years old,saloon,PETROL,manual,WHITE,16540,31033,0.7653117148,5
SL69HNH,LEXUS,UX,5-6 years old,suv,PETROLELECTRICHYBRID,automatic,BLUE,14490,75710,0.5206703772,8
KW72MDJ,DACIA,DUSTER,0-2 years old,suv,PETROL,semiAutomatic,WHITE,16400,15432,0.4256728324,8
MV68NMY,KIA,PICANTO,5-6 years old,hatchback,PETROL,manual,WHITE,7400,45627,0.7156880317,5
LC18XKV,SMART,FORFOUR,7-8 years old,hatchback,PETROL,automatic,GREY,10850,12937,0.5864800665,5
DL21GXN,FORD,FIESTA,3-4 years old,hatchback,PETROL,manual,GREY,12350,29025,0.7008949825,5
YC22UXN,AUDI,A1,3-4 years old,hatchback,PETROL,manual,WHITE,17050,11521,0.6398742638,5
KK19PNE,CITROEN,C3 AIRCROSS,5-6 years old,suv,DIESEL,manual,BLUE,10050,45100,0.669681982,8
YH20KGJ,SEAT,IBIZA,5-6 years old,hatchback,PETROL,manual,BLUE,12950,27265,0.5122154456,5
DA73WYG,FORD,FOCUS,0-2 years old,hatchback,PETROL,manual,BLUE,17450,27637,0.5591269648,5
SB19OBT,RENAULT,CAPTUR,5-6 years old,suv,DIESEL,manual,BLUE,10300,23691,0.6253452214,8
MF68KZE,AUDI,Q5,5-6 years old,suv,DIESEL,semiAutomatic,SILVER,19300,72377,0.7271728219,8
LA22UTO,DS,DS 7 CROSSBACK,3-4 years old,suv,PETROLPLUGINELECTRICHYBRID,semiAutomatic,BLACK,18400,32829,0.8098485482,8
NU22OJZ,FORD,PUMA,3-4 years old,suv,PETROL,manual,GREY,15250,40121,0.6526485189,8
MD67AUC,FORD,FIESTA,7-8 years old,hatchback,PETROL,manual,SILVER,8450,51713,0.8080563329,5
SA21JTK,JAGUAR,F-PACE,3-4 years old,suv,DIESEL,automatic,WHITE,26490,26242,0.6936956895,8
SH72UCW,TOYOTA,YARIS CROSS,0-2 years old,estate,PETROLELECTRICHYBRID,automatic,WHITE,19890,11959,0.5004442571,7
EA20KCC,MINI,CLUBMAN,5-6 years old,estate,PETROL,manual,WHITE,19370,14833,0.4874286169,7
WF68JXN,MERCEDES-BENZ,C-CLASS,5-6 years old,coupe,PETROL,semiAutomatic,GREY,15600,73691,0.8752836166,4
HJ70HDZ,TOYOTA,COROLLA TOURING SPORT,3-4 years old,estate,PETROLELECTRICHYBRID,automatic,BLACK,13900,69131,0.8441437952,7
HC19FHX,AUDI,Q3,5-6 years old,suv,DIESEL,manual,BLACK,20650,37546,0.5371023771,8
GJ70JNL,VOLKSWAGEN,PASSAT,3-4 years old,saloon,PETROL,semiAutomatic,GREY,16900,25499,0.8528313891,5
MM22XUK,RENAULT,KADJAR,3-4 years old,suv,PETROL,manual,RED,14950,18796,0.6419320938,8
SD71VKZ,MG,ZS,3-4 years old,suv,PETROL,manual,ORANGE,11300,29246,0.6858558469,8
CV71WTP,PEUGEOT,3008,3-4 years old,suv,PETROL,semiAutomatic,GREY,20900,12094,0.3548858462,8
BG71EUK,VOLKSWAGEN,GOLF,3-4 years old,hatchback,PETROL,manual,GREY,19850,18296,0.6152056805,5
OM60MEN,HONDA,CIVIC,5-6 years old,hatchback,PETROL,automatic,BLACK,14400,49220,0.785092941,5
YP21JCO,BMW,X1,3-4 years old,suv,PETROL,semiAutomatic,GREY,20200,38136,0.7997110096,8
YD73MJF,SKODA,OCTAVIA,0-2 years old,hatchback,PETROL,manual,BLACK,17510,8170,0.795508983,5
BJ71YVX,HYUNDAI,TUCSON,3-4 years old,suv,PETROL,manual,RED,18990,22565,0.7132848609,8
DE22XLP,AUDI,A3,3-4 years old,saloon,PETROL,semiAutomatic,WHITE,19600,33301,0.6830894499,5
LM19JFE,MERCEDES-BENZ,A-CLASS,5-6 years old,hatchback,PETROL,manual,GREY,13800,61695,0.5658895399,5
KM19VNO,VOLKSWAGEN,TIGUAN,5-6 years old,suv,DIESEL,semiAutomatic,BLACK,20200,55863,0.8005109836,8
